"
SUSHI 永续/USDT "	-0.28USDT≈ 0.28USD	2021/07/19 01:46:17
"
LUNA 永续/USDT "	-0.29USDT≈ 0.29USD	2021/07/19 01:32:58
"
WAVES 永续/USDT "	-11.52USDT≈ 11.51USD	2021/07/19 01:32:30
"
ONT 永续/USDT "	11.01USDT≈ 11.01USD	2021/07/19 00:44:58
"
MKR 永续/USDT "	5.71USDT≈ 5.7USD	2021/07/19 00:03:01
"
FTM 永续/USDT "	-1.78USDT≈ 1.78USD	2021/07/19 00:02:05
"
ENJ 永续/USDT "	0.01USDT≈ 0.01USD	2021/07/19 00:01:05
"
BAT 永续/USDT "	-2.90USDT≈ 2.9USD	2021/07/18 23:47:36
"
XMR 永续/USDT "	7.95USDT≈ 7.95USD	2021/07/18 23:27:01
"
COMP 永续/USDT "	6.55USDT≈ 6.55USD	2021/07/18 23:16:37
"
FTM 永续/USDT "	5.63USDT≈ 5.62USD	2021/07/18 23:07:16
"
DGB 永续/USDT "	0.87USDT≈ 0.87USD	2021/07/18 23:04:58
"
SUSHI 永续/USDT "	-6.26USDT≈ 6.25USD	2021/07/18 23:00:23
"
VET 永续/USDT "	-15.54USDT≈ 15.54USD	2021/07/18 22:41:53
"
NEO 永续/USDT "	-2.23USDT≈ 2.23USD	2021/07/18 22:41:46
"
ENJ 永续/USDT "	-0.34USDT≈ 0.34USD	2021/07/18 22:37:17
"
DGB 永续/USDT "	-0.76USDT≈ 0.76USD	2021/07/18 21:43:20
"
LUNA 永续/USDT "	-17.87USDT≈ 17.87USD	2021/07/18 21:22:45
"
ALGO 永续/USDT "	-8.81USDT≈ 8.81USD	2021/07/18 20:46:13
"
SNX 永续/USDT "	6.08USDT≈ 6.08USD	2021/07/18 18:14:01
"
ENJ 永续/USDT "	-5.04USDT≈ 5.04USD	2021/07/18 18:04:56
"
CHZ 永续/USDT "	-9.88USDT≈ 9.88USD	2021/07/18 17:47:06
"
GRT 永续/USDT "	1.83USDT≈ 1.83USD	2021/07/18 17:00:05
"
XEM 永续/USDT "	1.77USDT≈ 1.77USD	2021/07/18 16:01:24
"
COMP 永续/USDT "	2.59USDT≈ 2.59USD	2021/07/18 14:45:59
"
ICP 永续/USDT "	-23.97USDT≈ 23.96USD	2021/07/18 14:26:05
"
SXP 永续/USDT "	-13.31USDT≈ 13.31USD	2021/07/18 11:39:36
"
MANA 永续/USDT "	0.80USDT≈ 0.8USD	2021/07/18 11:37:47
"
ATOM 永续/USDT "	1.67USDT≈ 1.67USD	2021/07/18 11:07:01
"
ADA 永续/USDT "	-4.56USDT≈ 4.56USD	2021/07/18 10:33:01
"
XEM 永续/USDT "	-8.04USDT≈ 8.04USD	2021/07/18 09:45:35
"
MANA 永续/USDT "	-0.26USDT≈ 0.26USD	2021/07/18 09:45:00
"
ICP 永续/USDT "	-20.54USDT≈ 20.53USD	2021/07/18 09:26:00
"
FIL 永续/USDT "	0.16USDT≈ 0.16USD	2021/07/18 08:54:19
"
BAT 永续/USDT "	-0.60USDT≈ 0.6USD	2021/07/18 08:36:10
"
ATOM 永续/USDT "	-4.78USDT≈ 4.78USD	2021/07/18 08:22:58
"
MANA 永续/USDT "	-0.89USDT≈ 0.89USD	2021/07/18 08:21:05
"
COMP 永续/USDT "	-2.54USDT≈ 2.54USD	2021/07/18 08:19:06
"
ENJ 永续/USDT "	1.58USDT≈ 1.58USD	2021/07/18 07:30:38
"
ZEC 永续/USDT "	3.06USDT≈ 3.06USD	2021/07/18 07:18:45
"
NEO 永续/USDT "	25.32USDT≈ 25.31USD	2021/07/18 06:42:04
"
COMP 永续/USDT "	-0.23USDT≈ 0.23USD	2021/07/18 06:03:18
"
MANA 永续/USDT "	-6.66USDT≈ 6.66USD	2021/07/18 05:57:23
"
DGB 永续/USDT "	0.44USDT≈ 0.44USD	2021/07/18 05:50:50
"
RVN 永续/USDT "	7.66USDT≈ 7.66USD	2021/07/18 05:23:22
