"
DGB 永续/USDT "	2.99USDT≈ 2.99USD	2021/07/17 10:30:36
"
ENJ 永续/USDT "	-2.92USDT≈ 2.91USD	2021/07/17 09:57:02
"
COMP 永续/USDT "	-1.33USDT≈ 1.33USD	2021/07/17 09:39:12
"
ENJ 永续/USDT "	31.28USDT≈ 31.27USD	2021/07/17 09:16:04
"
XTZ 永续/USDT "	&lt; 0.01USDT≈ 0USD	2021/07/17 08:53:42
"
MANA 永续/USDT "	5.13USDT≈ 5.13USD	2021/07/17 08:45:08
"
OCEAN 永续/USDT "	-5.57USDT≈ 5.57USD	2021/07/17 08:43:08
"
XEM 永续/USDT "	-0.88USDT≈ 0.88USD	2021/07/17 08:42:13
"
ALGO 永续/USDT "	-0.70USDT≈ 0.7USD	2021/07/17 08:38:23
"
KSM 永续/USDT "	-21.70USDT≈ 21.7USD	2021/07/17 08:27:05
"
XEM 永续/USDT "	0.63USDT≈ 0.63USD	2021/07/17 08:25:57
"
XEM 永续/USDT "	-24.29USDT≈ 24.29USD	2021/07/17 08:22:04
"
CHZ 永续/USDT "	-2.02USDT≈ 2.02USD	2021/07/17 08:00:53
"
XEM 永续/USDT "	-1.98USDT≈ 1.98USD	2021/07/17 07:29:08
"
AAVE 永续/USDT "	-10.93USDT≈ 10.93USD	2021/07/17 07:24:20
"
DGB 永续/USDT "	-0.72USDT≈ 0.72USD	2021/07/17 07:21:05
"
FTM 永续/USDT "	-3.56USDT≈ 3.56USD	2021/07/17 06:33:43
"
ICP 永续/USDT "	-9.29USDT≈ 9.29USD	2021/07/17 06:25:47
"
DGB 永续/USDT "	-0.13USDT≈ 0.13USD	2021/07/17 06:13:22
"
SNX 永续/USDT "	-6.38USDT≈ 6.37USD	2021/07/17 05:29:42
"
DGB 永续/USDT "	-2.06USDT≈ 2.06USD	2021/07/17 05:16:12
"
XEM 永续/USDT "	-4.79USDT≈ 4.79USD	2021/07/17 04:01:06
"
DGB 永续/USDT "	0.03USDT≈ 0.03USD	2021/07/17 02:55:01
"
DGB 永续/USDT "	2.62USDT≈ 2.62USD	2021/07/17 02:30:09
"
ATOM 永续/USDT "	-8.39USDT≈ 8.39USD	2021/07/17 01:47:02
"
XEM 永续/USDT "	7.55USDT≈ 7.55USD	2021/07/17 01:12:32
"
ALGO 永续/USDT "	-0.28USDT≈ 0.28USD	2021/07/17 00:41:45
"
LUNA 永续/USDT "	-25.22USDT≈ 25.22USD	2021/07/16 23:49:16
"
FTM 永续/USDT "	5.22USDT≈ 5.22USD	2021/07/16 23:44:00
"
MANA 永续/USDT "	-9.27USDT≈ 9.26USD	2021/07/16 23:43:47
"
LINK 永续/USDT "	12.10USDT≈ 12.1USD	2021/07/16 23:41:59
"
ENJ 永续/USDT "	19.81USDT≈ 19.8USD	2021/07/16 22:36:46
"
ICP 永续/USDT "	-1.18USDT≈ 1.18USD	2021/07/16 22:29:10
"
ALGO 永续/USDT "	-0.05USDT≈ 0.05USD	2021/07/16 22:00:25
"
MATIC 永续/USDT "	38.56USDT≈ 38.56USD	2021/07/16 22:00:10
"
VET 永续/USDT "	-3.90USDT≈ 3.9USD	2021/07/16 21:56:47
"
ALGO 永续/USDT "	-0.10USDT≈ 0.1USD	2021/07/16 21:16:56
"
DGB 永续/USDT "	2.82USDT≈ 2.82USD	2021/07/16 21:00:50
"
ALGO 永续/USDT "	29.79USDT≈ 29.79USD	2021/07/16 21:00:16
"
ICP 永续/USDT "	-3.38USDT≈ 3.38USD	2021/07/16 20:38:54
"
XMR 永续/USDT "	9.81USDT≈ 9.81USD	2021/07/16 20:07:32
"
OCEAN 永续/USDT "	-0.73USDT≈ 0.73USD	2021/07/16 20:04:19
"
LUNA 永续/USDT "	-17.69USDT≈ 17.69USD	2021/07/16 19:54:38
"
CHZ 永续/USDT "	-1.16USDT≈ 1.15USD	2021/07/16 19:45:09
"
OCEAN 永续/USDT "	-3.91USDT≈ 3.91USD	2021/07/16 19:39:17
"
OCEAN 永续/USDT "	7.71USDT≈ 7.71USD	2021/07/16 19:31:17
"
XEM 永续/USDT "	-0.11USDT≈ 0.11USD	2021/07/16 19:06:52
"
MANA 永续/USDT "	-3.02USDT≈ 3.02USD	2021/07/16 18:56:02
"
MANA 永续/USDT "	-0.11USDT≈ 0.11USD	2021/07/16 18:38:29
"
ICP 永续/USDT "	21.79USDT≈ 21.79USD	2021/07/16 18:19:06
"
BAT 永续/USDT "	0.12USDT≈ 0.12USD	2021/07/16 17:48:49
"
WAVES 永续/USDT "	-0.63USDT≈ 0.63USD	2021/07/16 17:44:11
"
SUSHI 永续/USDT "	0.43USDT≈ 0.43USD	2021/07/16 17:42:15
"
MANA 永续/USDT "	42.21USDT≈ 42.2USD	2021/07/16 17:19:37
"
CHZ 永续/USDT "	0.18USDT≈ 0.18USD	2021/07/16 17:17:24
"
BAT 永续/USDT "	0.79USDT≈ 0.79USD	2021/07/16 17:12:56
"
BAT 永续/USDT "	-0.10USDT≈ 0.1USD	2021/07/16 17:12:11
"
OCEAN 永续/USDT "	-9.61USDT≈ 9.61USD	2021/07/16 17:11:00
"
VET 永续/USDT "	-17.97USDT≈ 17.97USD	2021/07/16 16:44:54
"
ATOM 永续/USDT "	-4.54USDT≈ 4.54USD	2021/07/16 15:56:57
"
ENJ 永续/USDT "	30.58USDT≈ 30.57USD	2021/07/16 15:47:09
"
BAND 永续/USDT "	-9.27USDT≈ 9.26USD	2021/07/16 15:44:16
"
RVN 永续/USDT "	-3.97USDT≈ 3.96USD	2021/07/16 15:32:20
"
RVN 永续/USDT "	-7.85USDT≈ 7.84USD	2021/07/16 15:06:41
"
COMP 永续/USDT "	0.24USDT≈ 0.24USD	2021/07/16 15:05:37
"
COMP 永续/USDT "	-1.88USDT≈ 1.88USD	2021/07/16 15:04:21
"
SUSHI 永续/USDT "	-0.36USDT≈ 0.36USD	2021/07/16 14:38:51
